match_id,team_color,game_mode,goal_difference,match_duration,overtime,player_count,winner,afk_probability,match_date,goal_diff_category,duration_bucket,is_competitive,team_mode
272,Blue,Doubles,-1,248,False,2,Orange,0.131,2025-09-27,small_loss,short,1,Blue_Doubles
273,Orange,Doubles,6,246,False,2,Orange,0.136,2025-09-29,large_win,short,0,Orange_Doubles
274,Blue,Standard,1,410,False,3,Blue,0.081,2025-08-05,close,long,1,Blue_Standard
275,Blue,Doubles,5,305,False,2,Blue,0.063,2025-08-04,large_win,normal,0,Blue_Doubles
276,Blue,Duel,1,355,False,1,Blue,0.089,2025-08-16,close,normal,1,Blue_Duel
277,Blue,Duel,3,356,False,1,Blue,0.092,2025-06-04,small_win,normal,0,Blue_Duel
278,Blue,Doubles,1,395,False,2,Blue,0.059,2025-07-09,close,long,1,Blue_Doubles
279,Orange,Doubles,4,256,False,2,Orange,0.113,2025-11-06,large_win,short,0,Orange_Doubles
280,Blue,Duel,3,294,False,1,Blue,0.111,2025-07-18,small_win,short,0,Blue_Duel
281,Blue,Doubles,6,399,False,2,Blue,0.087,2025-11-06,large_win,long,0,Blue_Doubles
282,Orange,Standard,3,453,True,3,Orange,0.065,2025-08-29,small_win,very_long,0,Orange_Standard
283,Orange,Doubles,2,377,True,2,Orange,0.066,2025-08-10,small_win,long,1,Orange_Doubles
284,Blue,Duel,-6,269,False,1,Orange,0.123,2025-11-13,large_loss,short,0,Blue_Duel
285,Orange,Standard,0,399,False,3,Draw,0.072,2025-10-05,close,long,1,Orange_Standard
286,Orange,Doubles,-6,340,False,2,Blue,0.09,2025-11-15,large_loss,normal,0,Orange_Doubles
287,Blue,Doubles,-1,310,False,2,Orange,0.084,2025-10-03,small_loss,normal,1,Blue_Doubles
288,Blue,Doubles,-3,300,False,2,Orange,0.093,2025-06-10,large_loss,short,0,Blue_Doubles
289,Orange,Doubles,6,311,False,2,Orange,0.089,2025-11-07,large_win,normal,0,Orange_Doubles
290,Orange,Standard,-4,359,False,3,Blue,0.078,2025-08-19,large_loss,normal,0,Orange_Standard
291,Orange,Duel,-6,374,False,1,Blue,0.096,2025-07-10,large_loss,long,0,Orange_Duel
292,Blue,Duel,3,351,True,1,Blue,0.089,2025-07-21,small_win,normal,0,Blue_Duel
293,Blue,Doubles,-6,413,False,2,Orange,0.078,2025-09-21,large_loss,long,0,Blue_Doubles
294,Blue,Doubles,-6,315,False,2,Orange,0.057,2025-09-26,large_loss,normal,0,Blue_Doubles
295,Orange,Standard,2,371,False,3,Orange,0.071,2025-11-24,small_win,long,1,Orange_Standard
296,Orange,Duel,-2,341,False,1,Blue,0.081,2025-08-07,small_loss,normal,1,Orange_Duel
297,Blue,Standard,2,321,False,3,Blue,0.067,2025-07-26,small_win,normal,1,Blue_Standard
298,Orange,Standard,3,398,True,3,Orange,0.058,2025-07-17,small_win,long,0,Orange_Standard
299,Orange,Duel,2,415,True,1,Orange,0.099,2025-11-23,small_win,long,1,Orange_Duel
300,Orange,Duel,-3,351,False,1,Blue,0.098,2025-11-25,large_loss,normal,0,Orange_Duel
301,Orange,Standard,-4,426,False,3,Blue,0.089,2025-06-04,large_loss,very_long,0,Orange_Standard
302,Blue,Doubles,3,297,False,2,Blue,0.113,2025-09-29,small_win,short,0,Blue_Doubles
303,Orange,Doubles,5,529,True,2,Orange,0.062,2025-09-22,large_win,very_long,0,Orange_Doubles
304,Blue,Standard,4,324,False,3,Blue,0.069,2025-07-24,large_win,normal,0,Blue_Standard
305,Orange,Duel,-1,306,False,1,Blue,0.069,2025-09-01,small_loss,normal,1,Orange_Duel
306,Orange,Standard,-3,352,False,3,Blue,0.099,2025-07-25,large_loss,normal,0,Orange_Standard
307,Blue,Duel,-3,230,False,1,Orange,0.237,2025-09-19,large_loss,short,0,Blue_Duel
308,Blue,Standard,5,424,False,3,Blue,0.075,2025-09-07,large_win,very_long,0,Blue_Standard
309,Orange,Doubles,-4,328,False,2,Blue,0.079,2025-11-10,large_loss,normal,0,Orange_Doubles
310,Orange,Standard,-4,431,False,3,Blue,0.069,2025-06-14,large_loss,very_long,0,Orange_Standard
311,Blue,Doubles,0,416,False,2,Draw,0.077,2025-11-21,close,long,1,Blue_Doubles
312,Blue,Standard,-2,405,False,3,Orange,0.06,2025-09-25,small_loss,long,1,Blue_Standard
313,Orange,Standard,-3,283,False,3,Blue,0.132,2025-07-29,large_loss,short,0,Orange_Standard
314,Orange,Doubles,6,286,False,2,Orange,0.144,2025-10-03,large_win,short,0,Orange_Doubles
315,Orange,Doubles,-6,441,True,2,Blue,0.082,2025-09-06,large_loss,very_long,0,Orange_Doubles
316,Orange,Duel,5,331,False,1,Orange,0.096,2025-06-21,large_win,normal,0,Orange_Duel
317,Orange,Doubles,1,298,False,2,Orange,0.133,2025-09-03,close,short,1,Orange_Doubles
318,Blue,Standard,-5,294,False,3,Orange,0.14,2025-11-13,large_loss,short,0,Blue_Standard
319,Orange,Standard,-2,271,False,3,Blue,0.123,2025-06-04,small_loss,short,1,Orange_Standard
320,Blue,Duel,0,269,False,1,Draw,0.124,2025-09-14,close,short,1,Blue_Duel
321,Orange,Doubles,-1,355,False,2,Blue,0.067,2025-11-04,small_loss,normal,1,Orange_Doubles
322,Orange,Duel,1,307,False,1,Orange,0.07,2025-08-05,close,normal,1,Orange_Duel
323,Orange,Duel,-2,323,False,1,Blue,0.07,2025-06-17,small_loss,normal,1,Orange_Duel
324,Blue,Doubles,-1,332,False,2,Orange,0.093,2025-06-03,small_loss,normal,1,Blue_Doubles
325,Orange,Standard,6,275,False,3,Orange,0.135,2025-07-11,large_win,short,0,Orange_Standard
326,Orange,Duel,-1,457,True,1,Blue,0.074,2025-10-29,small_loss,very_long,1,Orange_Duel
327,Blue,Standard,5,362,False,3,Blue,0.084,2025-07-19,large_win,long,0,Blue_Standard
328,Orange,Duel,-3,372,False,1,Blue,0.06,2025-07-23,large_loss,long,0,Orange_Duel
329,Blue,Standard,-1,302,False,3,Orange,0.073,2025-10-21,small_loss,normal,1,Blue_Standard
330,Orange,Doubles,4,447,True,2,Orange,0.099,2025-06-12,large_win,very_long,0,Orange_Doubles
331,Orange,Duel,2,370,False,1,Orange,0.077,2025-10-13,small_win,long,1,Orange_Duel
332,Blue,Doubles,-6,421,True,2,Orange,0.062,2025-08-30,large_loss,very_long,0,Blue_Doubles
333,Orange,Doubles,0,418,False,2,Draw,0.099,2025-10-19,close,long,1,Orange_Doubles
334,Orange,Standard,0,322,False,3,Draw,0.065,2025-06-20,close,normal,1,Orange_Standard
335,Orange,Doubles,6,265,False,2,Orange,0.148,2025-08-27,large_win,short,0,Orange_Doubles
336,Blue,Doubles,2,349,False,2,Blue,0.062,2025-11-19,small_win,normal,1,Blue_Doubles
337,Blue,Doubles,-4,384,True,2,Orange,0.055,2025-06-24,large_loss,long,0,Blue_Doubles
338,Orange,Doubles,-1,307,False,2,Blue,0.072,2025-07-29,small_loss,normal,1,Orange_Doubles
339,Orange,Standard,-5,369,False,3,Blue,0.076,2025-11-26,large_loss,long,0,Orange_Standard
340,Orange,Duel,-4,387,False,1,Blue,0.074,2025-08-07,large_loss,long,0,Orange_Duel
341,Blue,Doubles,1,311,False,2,Blue,0.051,2025-11-25,close,normal,1,Blue_Doubles
342,Blue,Standard,4,424,False,3,Blue,0.087,2025-10-25,large_win,very_long,0,Blue_Standard
343,Blue,Doubles,-3,359,False,2,Orange,0.07,2025-11-06,large_loss,normal,0,Blue_Doubles
344,Blue,Doubles,-1,288,False,2,Orange,0.127,2025-06-25,small_loss,short,1,Blue_Doubles
345,Orange,Doubles,-3,331,False,2,Blue,0.052,2025-10-01,large_loss,normal,0,Orange_Doubles
346,Blue,Duel,-5,365,False,1,Orange,0.058,2025-07-27,large_loss,long,0,Blue_Duel
347,Orange,Duel,-4,278,False,1,Blue,0.118,2025-08-17,large_loss,short,0,Orange_Duel
348,Blue,Duel,3,353,False,1,Blue,0.087,2025-07-15,small_win,normal,0,Blue_Duel
349,Blue,Standard,-1,508,True,3,Orange,0.083,2025-11-04,small_loss,very_long,1,Blue_Standard
350,Orange,Doubles,5,364,False,2,Orange,0.073,2025-08-16,large_win,long,0,Orange_Doubles
351,Orange,Standard,2,439,False,3,Orange,0.091,2025-07-07,small_win,very_long,1,Orange_Standard
352,Orange,Standard,4,320,False,3,Orange,0.069,2025-07-06,large_win,normal,0,Orange_Standard
353,Blue,Doubles,-2,407,False,2,Orange,0.093,2025-08-17,small_loss,long,1,Blue_Doubles
354,Blue,Duel,-5,285,False,1,Orange,0.142,2025-11-01,large_loss,short,0,Blue_Duel
355,Orange,Standard,-2,504,True,3,Blue,0.072,2025-08-01,small_loss,very_long,1,Orange_Standard
356,Blue,Standard,-1,429,False,3,Orange,0.082,2025-10-11,small_loss,very_long,1,Blue_Standard
357,Orange,Doubles,1,349,False,2,Orange,0.068,2025-09-28,close,normal,1,Orange_Doubles
358,Blue,Doubles,3,308,False,2,Blue,0.069,2025-07-05,small_win,normal,0,Blue_Doubles
359,Orange,Doubles,-4,289,False,2,Blue,0.106,2025-07-05,large_loss,short,0,Orange_Doubles
360,Blue,Standard,-1,308,False,3,Orange,0.087,2025-11-12,small_loss,normal,1,Blue_Standard
361,Blue,Standard,2,332,False,3,Blue,0.097,2025-11-02,small_win,normal,1,Blue_Standard
362,Blue,Doubles,4,344,False,2,Blue,0.067,2025-06-04,large_win,normal,0,Blue_Doubles
363,Orange,Duel,0,220,False,1,Draw,0.201,2025-08-03,close,short,1,Orange_Duel
364,Orange,Doubles,2,393,False,2,Orange,0.066,2025-09-06,small_win,long,1,Orange_Doubles
365,Blue,Standard,-2,309,False,3,Orange,0.068,2025-08-08,small_loss,normal,1,Blue_Standard
366,Orange,Duel,1,225,False,1,Orange,0.212,2025-09-15,close,short,1,Orange_Duel
367,Blue,Duel,2,303,False,1,Blue,0.087,2025-10-08,small_win,normal,1,Blue_Duel
368,Blue,Standard,3,419,False,3,Blue,0.068,2025-10-01,small_win,long,0,Blue_Standard
369,Blue,Doubles,-1,359,False,2,Orange,0.054,2025-09-25,small_loss,normal,1,Blue_Doubles
370,Blue,Duel,0,228,False,1,Draw,0.245,2025-06-18,close,short,1,Blue_Duel
371,Orange,Standard,-4,339,False,3,Blue,0.08,2025-06-24,large_loss,normal,0,Orange_Standard
372,Orange,Standard,-1,302,False,3,Blue,0.099,2025-06-22,small_loss,normal,1,Orange_Standard
373,Orange,Standard,0,336,False,3,Draw,0.096,2025-09-29,close,normal,1,Orange_Standard
374,Blue,Duel,0,231,False,1,Draw,0.208,2025-08-03,close,short,1,Blue_Duel
375,Blue,Duel,5,338,False,1,Blue,0.057,2025-07-04,large_win,normal,0,Blue_Duel
376,Orange,Doubles,-1,350,False,2,Blue,0.099,2025-09-11,small_loss,normal,1,Orange_Doubles
377,Orange,Standard,2,346,False,3,Orange,0.07,2025-09-03,small_win,normal,1,Orange_Standard
378,Orange,Duel,-1,375,False,1,Blue,0.099,2025-06-01,small_loss,long,1,Orange_Duel
379,Orange,Doubles,2,338,False,2,Orange,0.08,2025-06-19,small_win,normal,1,Orange_Doubles
380,Blue,Duel,6,392,False,1,Blue,0.075,2025-09-21,large_win,long,0,Blue_Duel
381,Orange,Duel,5,264,False,1,Orange,0.107,2025-11-21,large_win,short,0,Orange_Duel
382,Blue,Doubles,-4,258,False,2,Orange,0.131,2025-07-31,large_loss,short,0,Blue_Doubles
383,Orange,Duel,1,250,False,1,Orange,0.139,2025-07-27,close,short,1,Orange_Duel
384,Orange,Doubles,2,268,False,2,Orange,0.146,2025-10-12,small_win,short,1,Orange_Doubles
385,Blue,Duel,-3,334,False,1,Orange,0.07,2025-11-17,large_loss,normal,0,Blue_Duel
386,Blue,Duel,1,303,False,1,Blue,0.079,2025-07-18,close,normal,1,Blue_Duel
387,Orange,Standard,5,589,True,3,Orange,0.1,2025-08-21,large_win,very_long,0,Orange_Standard
388,Orange,Duel,-2,234,False,1,Blue,0.221,2025-06-17,small_loss,short,1,Orange_Duel
389,Blue,Duel,-2,328,False,1,Orange,0.093,2025-08-04,small_loss,normal,1,Blue_Duel
390,Orange,Doubles,5,392,False,2,Orange,0.08,2025-06-09,large_win,long,0,Orange_Doubles
391,Blue,Doubles,4,415,False,2,Blue,0.054,2025-09-09,large_win,long,0,Blue_Doubles
392,Orange,Standard,-1,379,False,3,Blue,0.07,2025-06-17,small_loss,long,1,Orange_Standard
393,Orange,Duel,3,320,False,1,Orange,0.069,2025-07-14,small_win,normal,0,Orange_Duel
394,Orange,Doubles,3,308,False,2,Orange,0.068,2025-10-29,small_win,normal,0,Orange_Doubles
395,Blue,Standard,4,492,True,3,Blue,0.09,2025-07-26,large_win,very_long,0,Blue_Standard
396,Orange,Standard,5,265,False,3,Orange,0.116,2025-06-05,large_win,short,0,Orange_Standard
397,Blue,Duel,4,322,False,1,Blue,0.07,2025-07-27,large_win,normal,0,Blue_Duel
398,Orange,Duel,-4,391,True,1,Blue,0.094,2025-11-20,large_loss,long,0,Orange_Duel
399,Blue,Doubles,-6,387,False,2,Orange,0.072,2025-09-30,large_loss,long,0,Blue_Doubles
400,Blue,Doubles,4,387,True,2,Blue,0.06,2025-11-27,large_win,long,0,Blue_Doubles
401,Orange,Standard,-6,407,False,3,Blue,0.061,2025-10-22,large_loss,long,0,Orange_Standard
402,Blue,Duel,-2,395,False,1,Orange,0.065,2025-11-12,small_loss,long,1,Blue_Duel
403,Blue,Standard,6,401,False,3,Blue,0.079,2025-06-13,large_win,long,0,Blue_Standard
404,Orange,Doubles,1,348,False,2,Orange,0.091,2025-10-25,close,normal,1,Orange_Doubles
405,Blue,Duel,3,486,True,1,Blue,0.098,2025-10-10,small_win,very_long,0,Blue_Duel
406,Orange,Standard,-4,431,False,3,Blue,0.052,2025-08-17,large_loss,very_long,0,Orange_Standard
407,Orange,Duel,1,379,False,1,Orange,0.09,2025-11-12,close,long,1,Orange_Duel
408,Orange,Standard,1,434,False,3,Orange,0.078,2025-08-29,close,very_long,1,Orange_Standard
409,Blue,Standard,-4,273,False,3,Orange,0.134,2025-09-07,large_loss,short,0,Blue_Standard
410,Orange,Standard,4,345,False,3,Orange,0.069,2025-07-31,large_win,normal,0,Orange_Standard
411,Blue,Duel,-5,332,False,1,Orange,0.062,2025-07-26,large_loss,normal,0,Blue_Duel
412,Orange,Doubles,1,509,True,2,Orange,0.071,2025-07-20,close,very_long,1,Orange_Doubles
413,Orange,Duel,-2,283,False,1,Blue,0.104,2025-10-02,small_loss,short,1,Orange_Duel
414,Blue,Standard,-2,336,False,3,Orange,0.059,2025-07-15,small_loss,normal,1,Blue_Standard
415,Orange,Duel,-5,351,False,1,Blue,0.089,2025-07-02,large_loss,normal,0,Orange_Duel
416,Blue,Doubles,-5,402,False,2,Orange,0.085,2025-06-08,large_loss,long,0,Blue_Doubles
417,Blue,Doubles,-1,359,False,2,Orange,0.065,2025-10-03,small_loss,normal,1,Blue_Doubles
418,Blue,Duel,-1,325,False,1,Orange,0.094,2025-08-20,small_loss,normal,1,Blue_Duel
419,Orange,Standard,2,354,False,3,Orange,0.092,2025-09-27,small_win,normal,1,Orange_Standard
420,Orange,Standard,-1,396,False,3,Blue,0.069,2025-09-20,small_loss,long,1,Orange_Standard
421,Blue,Standard,1,393,False,3,Blue,0.053,2025-10-14,close,long,1,Blue_Standard
422,Blue,Standard,5,420,True,3,Blue,0.09,2025-11-11,large_win,long,0,Blue_Standard
423,Orange,Standard,2,476,True,3,Orange,0.076,2025-10-28,small_win,very_long,1,Orange_Standard
424,Blue,Standard,-2,377,False,3,Orange,0.089,2025-09-05,small_loss,long,1,Blue_Standard
425,Orange,Standard,-4,437,False,3,Blue,0.085,2025-08-31,large_loss,very_long,0,Orange_Standard
426,Blue,Standard,-3,398,False,3,Orange,0.083,2025-09-20,large_loss,long,0,Blue_Standard
427,Blue,Standard,6,599,True,3,Blue,0.094,2025-08-21,large_win,very_long,0,Blue_Standard
428,Blue,Doubles,-6,288,False,2,Orange,0.125,2025-08-14,large_loss,short,0,Blue_Doubles
429,Blue,Doubles,-4,249,False,2,Orange,0.111,2025-08-08,large_loss,short,0,Blue_Doubles
430,Blue,Duel,-3,298,False,1,Orange,0.102,2025-06-01,large_loss,short,0,Blue_Duel
431,Blue,Doubles,1,411,False,2,Blue,0.051,2025-11-23,close,long,1,Blue_Doubles
432,Blue,Doubles,3,336,False,2,Blue,0.051,2025-11-12,small_win,normal,0,Blue_Doubles
433,Orange,Standard,-6,316,False,3,Blue,0.064,2025-09-15,large_loss,normal,0,Orange_Standard
434,Blue,Standard,-4,266,False,3,Orange,0.119,2025-08-23,large_loss,short,0,Blue_Standard
435,Orange,Doubles,-6,276,False,2,Blue,0.106,2025-09-17,large_loss,short,0,Orange_Doubles
436,Orange,Doubles,3,388,False,2,Orange,0.096,2025-11-06,small_win,long,0,Orange_Doubles
437,Blue,Duel,-5,376,False,1,Orange,0.097,2025-09-06,large_loss,long,0,Blue_Duel
438,Orange,Standard,6,330,False,3,Orange,0.093,2025-06-19,large_win,normal,0,Orange_Standard
439,Orange,Standard,4,312,False,3,Orange,0.065,2025-09-05,large_win,normal,0,Orange_Standard
440,Orange,Doubles,5,378,False,2,Orange,0.051,2025-11-06,large_win,long,0,Orange_Doubles
441,Blue,Standard,1,336,False,3,Blue,0.077,2025-06-15,close,normal,1,Blue_Standard
442,Blue,Doubles,4,249,False,2,Blue,0.138,2025-07-13,large_win,short,0,Blue_Doubles
443,Blue,Doubles,-2,253,False,2,Orange,0.147,2025-06-27,small_loss,short,1,Blue_Doubles
444,Blue,Standard,-5,377,False,3,Orange,0.077,2025-07-08,large_loss,long,0,Blue_Standard
445,Orange,Standard,-5,341,False,3,Blue,0.081,2025-09-23,large_loss,normal,0,Orange_Standard
446,Blue,Doubles,-2,262,False,2,Orange,0.103,2025-06-01,small_loss,short,1,Blue_Doubles
447,Orange,Standard,1,330,False,3,Orange,0.057,2025-06-28,close,normal,1,Orange_Standard
448,Blue,Duel,-2,476,True,1,Orange,0.08,2025-09-22,small_loss,very_long,1,Blue_Duel
449,Blue,Duel,0,248,False,1,Draw,0.134,2025-06-22,close,short,1,Blue_Duel
450,Orange,Standard,-3,437,False,3,Blue,0.087,2025-09-13,large_loss,very_long,0,Orange_Standard
451,Orange,Duel,6,303,False,1,Orange,0.096,2025-07-09,large_win,normal,0,Orange_Duel
452,Orange,Standard,-3,401,False,3,Blue,0.058,2025-06-30,large_loss,long,0,Orange_Standard
453,Blue,Doubles,2,377,False,2,Blue,0.08,2025-06-28,small_win,long,1,Blue_Doubles
454,Blue,Doubles,5,375,False,2,Blue,0.1,2025-10-09,large_win,long,0,Blue_Doubles
455,Blue,Duel,2,229,False,1,Blue,0.242,2025-10-22,small_win,short,1,Blue_Duel
456,Orange,Standard,0,270,False,3,Draw,0.141,2025-11-07,close,short,1,Orange_Standard
457,Blue,Doubles,6,299,False,2,Blue,0.146,2025-07-02,large_win,short,0,Blue_Doubles
458,Orange,Doubles,-3,308,False,2,Blue,0.059,2025-11-24,large_loss,normal,0,Orange_Doubles
459,Blue,Duel,2,351,False,1,Blue,0.072,2025-08-14,small_win,normal,1,Blue_Duel
460,Orange,Doubles,-4,385,False,2,Blue,0.051,2025-07-19,large_loss,long,0,Orange_Doubles
461,Orange,Doubles,1,378,False,2,Orange,0.067,2025-11-18,close,long,1,Orange_Doubles
462,Blue,Doubles,3,417,True,2,Blue,0.068,2025-08-17,small_win,long,0,Blue_Doubles
463,Orange,Standard,1,484,True,3,Orange,0.093,2025-07-03,close,very_long,1,Orange_Standard
464,Orange,Doubles,2,260,False,2,Orange,0.104,2025-11-13,small_win,short,1,Orange_Doubles
465,Blue,Duel,-5,265,False,1,Orange,0.137,2025-06-29,large_loss,short,0,Blue_Duel
466,Blue,Duel,1,236,False,1,Blue,0.243,2025-06-13,close,short,1,Blue_Duel
467,Orange,Doubles,-1,396,False,2,Blue,0.07,2025-07-25,small_loss,long,1,Orange_Doubles
468,Orange,Duel,3,310,True,1,Orange,0.072,2025-08-27,small_win,normal,0,Orange_Duel
469,Blue,Doubles,5,278,False,2,Blue,0.128,2025-09-04,large_win,short,0,Blue_Doubles
470,Blue,Doubles,5,350,False,2,Blue,0.064,2025-07-29,large_win,normal,0,Blue_Doubles
471,Blue,Standard,0,397,False,3,Draw,0.098,2025-11-05,close,long,1,Blue_Standard
472,Blue,Standard,5,363,False,3,Blue,0.055,2025-11-20,large_win,long,0,Blue_Standard
473,Blue,Doubles,-3,345,False,2,Orange,0.081,2025-10-31,large_loss,normal,0,Blue_Doubles
474,Orange,Duel,1,283,False,1,Orange,0.134,2025-10-20,close,short,1,Orange_Duel
475,Blue,Duel,0,387,False,1,Draw,0.051,2025-06-03,close,long,1,Blue_Duel
476,Orange,Standard,-2,386,False,3,Blue,0.084,2025-10-29,small_loss,long,1,Orange_Standard
477,Orange,Doubles,3,358,False,2,Orange,0.065,2025-06-14,small_win,normal,0,Orange_Doubles
478,Blue,Duel,-1,345,False,1,Orange,0.068,2025-06-28,small_loss,normal,1,Blue_Duel
479,Orange,Standard,-1,422,False,3,Blue,0.092,2025-07-09,small_loss,very_long,1,Orange_Standard
480,Orange,Duel,0,238,False,1,Draw,0.245,2025-06-30,close,short,1,Orange_Duel
481,Orange,Duel,-4,455,True,1,Blue,0.056,2025-11-27,large_loss,very_long,0,Orange_Duel
482,Blue,Standard,-5,411,False,3,Orange,0.059,2025-07-03,large_loss,long,0,Blue_Standard
483,Orange,Standard,-1,271,False,3,Blue,0.101,2025-10-05,small_loss,short,1,Orange_Standard
484,Orange,Duel,3,321,False,1,Orange,0.081,2025-07-09,small_win,normal,0,Orange_Duel
485,Orange,Duel,2,373,False,1,Orange,0.051,2025-08-13,small_win,long,1,Orange_Duel
486,Orange,Duel,-3,379,False,1,Blue,0.057,2025-11-10,large_loss,long,0,Orange_Duel
487,Orange,Duel,-2,359,False,1,Blue,0.059,2025-08-23,small_loss,normal,1,Orange_Duel
488,Orange,Standard,1,309,False,3,Orange,0.086,2025-09-10,close,normal,1,Orange_Standard
489,Orange,Doubles,1,399,False,2,Orange,0.079,2025-07-16,close,long,1,Orange_Doubles
490,Orange,Doubles,1,350,False,2,Orange,0.058,2025-08-15,close,normal,1,Orange_Doubles
491,Blue,Doubles,4,318,False,2,Blue,0.081,2025-07-26,large_win,normal,0,Blue_Doubles
492,Blue,Duel,-4,292,False,1,Orange,0.132,2025-08-15,large_loss,short,0,Blue_Duel
493,Blue,Standard,4,334,False,3,Blue,0.094,2025-10-13,large_win,normal,0,Blue_Standard
494,Blue,Duel,-6,340,False,1,Orange,0.051,2025-07-27,large_loss,normal,0,Blue_Duel
495,Orange,Doubles,1,379,False,2,Orange,0.083,2025-06-13,close,long,1,Orange_Doubles
496,Orange,Duel,6,312,False,1,Orange,0.083,2025-06-21,large_win,normal,0,Orange_Duel
497,Orange,Doubles,-4,296,False,2,Blue,0.114,2025-07-15,large_loss,short,0,Orange_Doubles
498,Blue,Standard,-6,319,False,3,Orange,0.099,2025-11-03,large_loss,normal,0,Blue_Standard
499,Orange,Doubles,-3,283,False,2,Blue,0.143,2025-07-03,large_loss,short,0,Orange_Doubles
500,Blue,Standard,-6,385,False,3,Orange,0.087,2025-10-17,large_loss,long,0,Blue_Standard
