match_id,team_color,goal_difference,match_duration,overtime,player_count,winner,afk_probability,match_date,goal_diff_category,duration_bucket,is_competitive,team_mode,team_color_encoded,mode_Doubles,mode_Duel,mode_Standard,winner_encoded
244,Orange,0,414,True,3,Draw,0.062,2025-06-19,close,long,1,Orange_Standard,1,False,False,True,1
245,Orange,-2,304,False,3,Blue,0.05,2025-06-25,small_loss,normal,1,Orange_Standard,1,False,False,True,0
246,Orange,-3,412,False,3,Blue,0.072,2025-11-19,large_loss,long,0,Orange_Standard,1,False,False,True,0
247,Orange,1,327,False,1,Orange,0.093,2025-11-04,close,normal,1,Orange_Duel,1,False,True,False,2
248,Orange,2,326,False,3,Orange,0.082,2025-07-16,small_win,normal,1,Orange_Standard,1,False,False,True,2
249,Orange,-1,478,True,2,Blue,0.081,2025-09-21,small_loss,very_long,1,Orange_Doubles,1,True,False,False,0
250,Orange,-4,379,False,3,Blue,0.066,2025-09-27,large_loss,long,0,Orange_Standard,1,False,False,True,0
251,Orange,-1,342,False,3,Blue,0.085,2025-09-25,small_loss,normal,1,Orange_Standard,1,False,False,True,0
252,Orange,6,336,False,1,Orange,0.052,2025-08-10,large_win,normal,0,Orange_Duel,1,False,True,False,2
253,Orange,-4,309,False,2,Blue,0.09,2025-07-22,large_loss,normal,0,Orange_Doubles,1,True,False,False,0
254,Orange,-5,303,False,2,Blue,0.054,2025-09-07,large_loss,normal,0,Orange_Doubles,1,True,False,False,0
255,Orange,-3,275,False,2,Blue,0.133,2025-10-13,large_loss,short,0,Orange_Doubles,1,True,False,False,0
256,Blue,3,332,False,1,Blue,0.096,2025-10-10,small_win,normal,0,Blue_Duel,0,False,True,False,0
257,Orange,6,278,False,2,Orange,0.109,2025-10-26,large_win,short,0,Orange_Doubles,1,True,False,False,2
258,Orange,-6,408,False,3,Blue,0.09,2025-08-05,large_loss,long,0,Orange_Standard,1,False,False,True,0
259,Orange,3,369,False,2,Orange,0.05,2025-09-27,small_win,long,0,Orange_Doubles,1,True,False,False,2
260,Orange,0,286,False,1,Draw,0.1,2025-09-25,close,short,1,Orange_Duel,1,False,True,False,1
261,Orange,6,439,False,3,Orange,0.082,2025-07-11,large_win,very_long,0,Orange_Standard,1,False,False,True,2
262,Orange,6,310,False,1,Orange,0.083,2025-09-19,large_win,normal,0,Orange_Duel,1,False,True,False,2
263,Orange,1,358,False,1,Orange,0.061,2025-06-11,close,normal,1,Orange_Duel,1,False,True,False,2
264,Orange,4,412,False,3,Orange,0.052,2025-06-11,large_win,long,0,Orange_Standard,1,False,False,True,2
265,Blue,5,374,False,3,Blue,0.085,2025-09-18,large_win,long,0,Blue_Standard,0,False,False,True,0
266,Orange,-6,300,False,2,Blue,0.099,2025-10-10,large_loss,short,0,Orange_Doubles,1,True,False,False,0
267,Orange,-3,339,False,2,Blue,0.07,2025-08-07,large_loss,normal,0,Orange_Doubles,1,True,False,False,0
268,Orange,-3,252,False,2,Blue,0.142,2025-09-23,large_loss,short,0,Orange_Doubles,1,True,False,False,0
269,Orange,6,276,False,1,Orange,0.128,2025-07-29,large_win,short,0,Orange_Duel,1,False,True,False,2
270,Blue,5,299,False,1,Blue,0.102,2025-10-29,large_win,short,0,Blue_Duel,0,False,True,False,0
271,Orange,0,243,False,1,Draw,0.114,2025-09-23,close,short,1,Orange_Duel,1,False,True,False,1
272,Blue,-1,248,False,2,Orange,0.131,2025-09-27,small_loss,short,1,Blue_Doubles,0,True,False,False,2
273,Orange,6,246,False,2,Orange,0.136,2025-09-29,large_win,short,0,Orange_Doubles,1,True,False,False,2
274,Blue,1,410,False,3,Blue,0.081,2025-08-05,close,long,1,Blue_Standard,0,False,False,True,0
275,Blue,5,305,False,2,Blue,0.063,2025-08-04,large_win,normal,0,Blue_Doubles,0,True,False,False,0
276,Blue,1,355,False,1,Blue,0.089,2025-08-16,close,normal,1,Blue_Duel,0,False,True,False,0
277,Blue,3,356,False,1,Blue,0.092,2025-06-04,small_win,normal,0,Blue_Duel,0,False,True,False,0
278,Blue,1,395,False,2,Blue,0.059,2025-07-09,close,long,1,Blue_Doubles,0,True,False,False,0
279,Orange,4,256,False,2,Orange,0.113,2025-11-06,large_win,short,0,Orange_Doubles,1,True,False,False,2
280,Blue,3,294,False,1,Blue,0.111,2025-07-18,small_win,short,0,Blue_Duel,0,False,True,False,0
281,Blue,6,399,False,2,Blue,0.087,2025-11-06,large_win,long,0,Blue_Doubles,0,True,False,False,0
282,Orange,3,453,True,3,Orange,0.065,2025-08-29,small_win,very_long,0,Orange_Standard,1,False,False,True,2
283,Orange,2,377,True,2,Orange,0.066,2025-08-10,small_win,long,1,Orange_Doubles,1,True,False,False,2
284,Blue,-6,269,False,1,Orange,0.123,2025-11-13,large_loss,short,0,Blue_Duel,0,False,True,False,2
285,Orange,0,399,False,3,Draw,0.072,2025-10-05,close,long,1,Orange_Standard,1,False,False,True,1
286,Orange,-6,340,False,2,Blue,0.09,2025-11-15,large_loss,normal,0,Orange_Doubles,1,True,False,False,0
287,Blue,-1,310,False,2,Orange,0.084,2025-10-03,small_loss,normal,1,Blue_Doubles,0,True,False,False,2
288,Blue,-3,300,False,2,Orange,0.093,2025-06-10,large_loss,short,0,Blue_Doubles,0,True,False,False,2
289,Orange,6,311,False,2,Orange,0.089,2025-11-07,large_win,normal,0,Orange_Doubles,1,True,False,False,2
290,Orange,-4,359,False,3,Blue,0.078,2025-08-19,large_loss,normal,0,Orange_Standard,1,False,False,True,0
291,Orange,-6,374,False,1,Blue,0.096,2025-07-10,large_loss,long,0,Orange_Duel,1,False,True,False,0
292,Blue,3,351,True,1,Blue,0.089,2025-07-21,small_win,normal,0,Blue_Duel,0,False,True,False,0
293,Blue,-6,413,False,2,Orange,0.078,2025-09-21,large_loss,long,0,Blue_Doubles,0,True,False,False,2
294,Blue,-6,315,False,2,Orange,0.057,2025-09-26,large_loss,normal,0,Blue_Doubles,0,True,False,False,2
295,Orange,2,371,False,3,Orange,0.071,2025-11-24,small_win,long,1,Orange_Standard,1,False,False,True,2
296,Orange,-2,341,False,1,Blue,0.081,2025-08-07,small_loss,normal,1,Orange_Duel,1,False,True,False,0
297,Blue,2,321,False,3,Blue,0.067,2025-07-26,small_win,normal,1,Blue_Standard,0,False,False,True,0
298,Orange,3,398,True,3,Orange,0.058,2025-07-17,small_win,long,0,Orange_Standard,1,False,False,True,2
299,Orange,2,415,True,1,Orange,0.099,2025-11-23,small_win,long,1,Orange_Duel,1,False,True,False,2
300,Orange,-3,351,False,1,Blue,0.098,2025-11-25,large_loss,normal,0,Orange_Duel,1,False,True,False,0
301,Orange,-4,426,False,3,Blue,0.089,2025-06-04,large_loss,very_long,0,Orange_Standard,1,False,False,True,0
302,Blue,3,297,False,2,Blue,0.113,2025-09-29,small_win,short,0,Blue_Doubles,0,True,False,False,0
303,Orange,5,529,True,2,Orange,0.062,2025-09-22,large_win,very_long,0,Orange_Doubles,1,True,False,False,2
304,Blue,4,324,False,3,Blue,0.069,2025-07-24,large_win,normal,0,Blue_Standard,0,False,False,True,0
305,Orange,-1,306,False,1,Blue,0.069,2025-09-01,small_loss,normal,1,Orange_Duel,1,False,True,False,0
306,Orange,-3,352,False,3,Blue,0.099,2025-07-25,large_loss,normal,0,Orange_Standard,1,False,False,True,0
307,Blue,-3,230,False,1,Orange,0.237,2025-09-19,large_loss,short,0,Blue_Duel,0,False,True,False,2
308,Blue,5,424,False,3,Blue,0.075,2025-09-07,large_win,very_long,0,Blue_Standard,0,False,False,True,0
309,Orange,-4,328,False,2,Blue,0.079,2025-11-10,large_loss,normal,0,Orange_Doubles,1,True,False,False,0
310,Orange,-4,431,False,3,Blue,0.069,2025-06-14,large_loss,very_long,0,Orange_Standard,1,False,False,True,0
311,Blue,0,416,False,2,Draw,0.077,2025-11-21,close,long,1,Blue_Doubles,0,True,False,False,1
312,Blue,-2,405,False,3,Orange,0.06,2025-09-25,small_loss,long,1,Blue_Standard,0,False,False,True,2
313,Orange,-3,283,False,3,Blue,0.132,2025-07-29,large_loss,short,0,Orange_Standard,1,False,False,True,0
314,Orange,6,286,False,2,Orange,0.144,2025-10-03,large_win,short,0,Orange_Doubles,1,True,False,False,2
315,Orange,-6,441,True,2,Blue,0.082,2025-09-06,large_loss,very_long,0,Orange_Doubles,1,True,False,False,0
316,Orange,5,331,False,1,Orange,0.096,2025-06-21,large_win,normal,0,Orange_Duel,1,False,True,False,2
317,Orange,1,298,False,2,Orange,0.133,2025-09-03,close,short,1,Orange_Doubles,1,True,False,False,2
318,Blue,-5,294,False,3,Orange,0.14,2025-11-13,large_loss,short,0,Blue_Standard,0,False,False,True,2
319,Orange,-2,271,False,3,Blue,0.123,2025-06-04,small_loss,short,1,Orange_Standard,1,False,False,True,0
320,Blue,0,269,False,1,Draw,0.124,2025-09-14,close,short,1,Blue_Duel,0,False,True,False,1
321,Orange,-1,355,False,2,Blue,0.067,2025-11-04,small_loss,normal,1,Orange_Doubles,1,True,False,False,0
322,Orange,1,307,False,1,Orange,0.07,2025-08-05,close,normal,1,Orange_Duel,1,False,True,False,2
323,Orange,-2,323,False,1,Blue,0.07,2025-06-17,small_loss,normal,1,Orange_Duel,1,False,True,False,0
324,Blue,-1,332,False,2,Orange,0.093,2025-06-03,small_loss,normal,1,Blue_Doubles,0,True,False,False,2
325,Orange,6,275,False,3,Orange,0.135,2025-07-11,large_win,short,0,Orange_Standard,1,False,False,True,2
326,Orange,-1,457,True,1,Blue,0.074,2025-10-29,small_loss,very_long,1,Orange_Duel,1,False,True,False,0
327,Blue,5,362,False,3,Blue,0.084,2025-07-19,large_win,long,0,Blue_Standard,0,False,False,True,0
328,Orange,-3,372,False,1,Blue,0.06,2025-07-23,large_loss,long,0,Orange_Duel,1,False,True,False,0
329,Blue,-1,302,False,3,Orange,0.073,2025-10-21,small_loss,normal,1,Blue_Standard,0,False,False,True,2
330,Orange,4,447,True,2,Orange,0.099,2025-06-12,large_win,very_long,0,Orange_Doubles,1,True,False,False,2
331,Orange,2,370,False,1,Orange,0.077,2025-10-13,small_win,long,1,Orange_Duel,1,False,True,False,2
332,Blue,-6,421,True,2,Orange,0.062,2025-08-30,large_loss,very_long,0,Blue_Doubles,0,True,False,False,2
333,Orange,0,418,False,2,Draw,0.099,2025-10-19,close,long,1,Orange_Doubles,1,True,False,False,1
334,Orange,0,322,False,3,Draw,0.065,2025-06-20,close,normal,1,Orange_Standard,1,False,False,True,1
335,Orange,6,265,False,2,Orange,0.148,2025-08-27,large_win,short,0,Orange_Doubles,1,True,False,False,2
336,Blue,2,349,False,2,Blue,0.062,2025-11-19,small_win,normal,1,Blue_Doubles,0,True,False,False,0
337,Blue,-4,384,True,2,Orange,0.055,2025-06-24,large_loss,long,0,Blue_Doubles,0,True,False,False,2
338,Orange,-1,307,False,2,Blue,0.072,2025-07-29,small_loss,normal,1,Orange_Doubles,1,True,False,False,0
339,Orange,-5,369,False,3,Blue,0.076,2025-11-26,large_loss,long,0,Orange_Standard,1,False,False,True,0
340,Orange,-4,387,False,1,Blue,0.074,2025-08-07,large_loss,long,0,Orange_Duel,1,False,True,False,0
341,Blue,1,311,False,2,Blue,0.051,2025-11-25,close,normal,1,Blue_Doubles,0,True,False,False,0
342,Blue,4,424,False,3,Blue,0.087,2025-10-25,large_win,very_long,0,Blue_Standard,0,False,False,True,0
343,Blue,-3,359,False,2,Orange,0.07,2025-11-06,large_loss,normal,0,Blue_Doubles,0,True,False,False,2
344,Blue,-1,288,False,2,Orange,0.127,2025-06-25,small_loss,short,1,Blue_Doubles,0,True,False,False,2
345,Orange,-3,331,False,2,Blue,0.052,2025-10-01,large_loss,normal,0,Orange_Doubles,1,True,False,False,0
346,Blue,-5,365,False,1,Orange,0.058,2025-07-27,large_loss,long,0,Blue_Duel,0,False,True,False,2
347,Orange,-4,278,False,1,Blue,0.118,2025-08-17,large_loss,short,0,Orange_Duel,1,False,True,False,0
348,Blue,3,353,False,1,Blue,0.087,2025-07-15,small_win,normal,0,Blue_Duel,0,False,True,False,0
349,Blue,-1,508,True,3,Orange,0.083,2025-11-04,small_loss,very_long,1,Blue_Standard,0,False,False,True,2
350,Orange,5,364,False,2,Orange,0.073,2025-08-16,large_win,long,0,Orange_Doubles,1,True,False,False,2
351,Orange,2,439,False,3,Orange,0.091,2025-07-07,small_win,very_long,1,Orange_Standard,1,False,False,True,2
352,Orange,4,320,False,3,Orange,0.069,2025-07-06,large_win,normal,0,Orange_Standard,1,False,False,True,2
353,Blue,-2,407,False,2,Orange,0.093,2025-08-17,small_loss,long,1,Blue_Doubles,0,True,False,False,2
354,Blue,-5,285,False,1,Orange,0.142,2025-11-01,large_loss,short,0,Blue_Duel,0,False,True,False,2
355,Orange,-2,504,True,3,Blue,0.072,2025-08-01,small_loss,very_long,1,Orange_Standard,1,False,False,True,0
356,Blue,-1,429,False,3,Orange,0.082,2025-10-11,small_loss,very_long,1,Blue_Standard,0,False,False,True,2
357,Orange,1,349,False,2,Orange,0.068,2025-09-28,close,normal,1,Orange_Doubles,1,True,False,False,2
358,Blue,3,308,False,2,Blue,0.069,2025-07-05,small_win,normal,0,Blue_Doubles,0,True,False,False,0
359,Orange,-4,289,False,2,Blue,0.106,2025-07-05,large_loss,short,0,Orange_Doubles,1,True,False,False,0
360,Blue,-1,308,False,3,Orange,0.087,2025-11-12,small_loss,normal,1,Blue_Standard,0,False,False,True,2
361,Blue,2,332,False,3,Blue,0.097,2025-11-02,small_win,normal,1,Blue_Standard,0,False,False,True,0
362,Blue,4,344,False,2,Blue,0.067,2025-06-04,large_win,normal,0,Blue_Doubles,0,True,False,False,0
363,Orange,0,220,False,1,Draw,0.201,2025-08-03,close,short,1,Orange_Duel,1,False,True,False,1
364,Orange,2,393,False,2,Orange,0.066,2025-09-06,small_win,long,1,Orange_Doubles,1,True,False,False,2
365,Blue,-2,309,False,3,Orange,0.068,2025-08-08,small_loss,normal,1,Blue_Standard,0,False,False,True,2
366,Orange,1,225,False,1,Orange,0.212,2025-09-15,close,short,1,Orange_Duel,1,False,True,False,2
367,Blue,2,303,False,1,Blue,0.087,2025-10-08,small_win,normal,1,Blue_Duel,0,False,True,False,0
368,Blue,3,419,False,3,Blue,0.068,2025-10-01,small_win,long,0,Blue_Standard,0,False,False,True,0
369,Blue,-1,359,False,2,Orange,0.054,2025-09-25,small_loss,normal,1,Blue_Doubles,0,True,False,False,2
370,Blue,0,228,False,1,Draw,0.245,2025-06-18,close,short,1,Blue_Duel,0,False,True,False,1
371,Orange,-4,339,False,3,Blue,0.08,2025-06-24,large_loss,normal,0,Orange_Standard,1,False,False,True,0
372,Orange,-1,302,False,3,Blue,0.099,2025-06-22,small_loss,normal,1,Orange_Standard,1,False,False,True,0
373,Orange,0,336,False,3,Draw,0.096,2025-09-29,close,normal,1,Orange_Standard,1,False,False,True,1
374,Blue,0,231,False,1,Draw,0.208,2025-08-03,close,short,1,Blue_Duel,0,False,True,False,1
375,Blue,5,338,False,1,Blue,0.057,2025-07-04,large_win,normal,0,Blue_Duel,0,False,True,False,0
376,Orange,-1,350,False,2,Blue,0.099,2025-09-11,small_loss,normal,1,Orange_Doubles,1,True,False,False,0
377,Orange,2,346,False,3,Orange,0.07,2025-09-03,small_win,normal,1,Orange_Standard,1,False,False,True,2
378,Orange,-1,375,False,1,Blue,0.099,2025-06-01,small_loss,long,1,Orange_Duel,1,False,True,False,0
379,Orange,2,338,False,2,Orange,0.08,2025-06-19,small_win,normal,1,Orange_Doubles,1,True,False,False,2
380,Blue,6,392,False,1,Blue,0.075,2025-09-21,large_win,long,0,Blue_Duel,0,False,True,False,0
381,Orange,5,264,False,1,Orange,0.107,2025-11-21,large_win,short,0,Orange_Duel,1,False,True,False,2
382,Blue,-4,258,False,2,Orange,0.131,2025-07-31,large_loss,short,0,Blue_Doubles,0,True,False,False,2
383,Orange,1,250,False,1,Orange,0.139,2025-07-27,close,short,1,Orange_Duel,1,False,True,False,2
384,Orange,2,268,False,2,Orange,0.146,2025-10-12,small_win,short,1,Orange_Doubles,1,True,False,False,2
385,Blue,-3,334,False,1,Orange,0.07,2025-11-17,large_loss,normal,0,Blue_Duel,0,False,True,False,2
386,Blue,1,303,False,1,Blue,0.079,2025-07-18,close,normal,1,Blue_Duel,0,False,True,False,0
387,Orange,5,589,True,3,Orange,0.1,2025-08-21,large_win,very_long,0,Orange_Standard,1,False,False,True,2
388,Orange,-2,234,False,1,Blue,0.221,2025-06-17,small_loss,short,1,Orange_Duel,1,False,True,False,0
389,Blue,-2,328,False,1,Orange,0.093,2025-08-04,small_loss,normal,1,Blue_Duel,0,False,True,False,2
390,Orange,5,392,False,2,Orange,0.08,2025-06-09,large_win,long,0,Orange_Doubles,1,True,False,False,2
391,Blue,4,415,False,2,Blue,0.054,2025-09-09,large_win,long,0,Blue_Doubles,0,True,False,False,0
392,Orange,-1,379,False,3,Blue,0.07,2025-06-17,small_loss,long,1,Orange_Standard,1,False,False,True,0
393,Orange,3,320,False,1,Orange,0.069,2025-07-14,small_win,normal,0,Orange_Duel,1,False,True,False,2
394,Orange,3,308,False,2,Orange,0.068,2025-10-29,small_win,normal,0,Orange_Doubles,1,True,False,False,2
395,Blue,4,492,True,3,Blue,0.09,2025-07-26,large_win,very_long,0,Blue_Standard,0,False,False,True,0
396,Orange,5,265,False,3,Orange,0.116,2025-06-05,large_win,short,0,Orange_Standard,1,False,False,True,2
397,Blue,4,322,False,1,Blue,0.07,2025-07-27,large_win,normal,0,Blue_Duel,0,False,True,False,0
398,Orange,-4,391,True,1,Blue,0.094,2025-11-20,large_loss,long,0,Orange_Duel,1,False,True,False,0
399,Blue,-6,387,False,2,Orange,0.072,2025-09-30,large_loss,long,0,Blue_Doubles,0,True,False,False,2
400,Blue,4,387,True,2,Blue,0.06,2025-11-27,large_win,long,0,Blue_Doubles,0,True,False,False,0
401,Orange,-6,407,False,3,Blue,0.061,2025-10-22,large_loss,long,0,Orange_Standard,1,False,False,True,0
402,Blue,-2,395,False,1,Orange,0.065,2025-11-12,small_loss,long,1,Blue_Duel,0,False,True,False,2
403,Blue,6,401,False,3,Blue,0.079,2025-06-13,large_win,long,0,Blue_Standard,0,False,False,True,0
404,Orange,1,348,False,2,Orange,0.091,2025-10-25,close,normal,1,Orange_Doubles,1,True,False,False,2
405,Blue,3,486,True,1,Blue,0.098,2025-10-10,small_win,very_long,0,Blue_Duel,0,False,True,False,0
406,Orange,-4,431,False,3,Blue,0.052,2025-08-17,large_loss,very_long,0,Orange_Standard,1,False,False,True,0
407,Orange,1,379,False,1,Orange,0.09,2025-11-12,close,long,1,Orange_Duel,1,False,True,False,2
408,Orange,1,434,False,3,Orange,0.078,2025-08-29,close,very_long,1,Orange_Standard,1,False,False,True,2
409,Blue,-4,273,False,3,Orange,0.134,2025-09-07,large_loss,short,0,Blue_Standard,0,False,False,True,2
410,Orange,4,345,False,3,Orange,0.069,2025-07-31,large_win,normal,0,Orange_Standard,1,False,False,True,2
411,Blue,-5,332,False,1,Orange,0.062,2025-07-26,large_loss,normal,0,Blue_Duel,0,False,True,False,2
412,Orange,1,509,True,2,Orange,0.071,2025-07-20,close,very_long,1,Orange_Doubles,1,True,False,False,2
413,Orange,-2,283,False,1,Blue,0.104,2025-10-02,small_loss,short,1,Orange_Duel,1,False,True,False,0
414,Blue,-2,336,False,3,Orange,0.059,2025-07-15,small_loss,normal,1,Blue_Standard,0,False,False,True,2
415,Orange,-5,351,False,1,Blue,0.089,2025-07-02,large_loss,normal,0,Orange_Duel,1,False,True,False,0
416,Blue,-5,402,False,2,Orange,0.085,2025-06-08,large_loss,long,0,Blue_Doubles,0,True,False,False,2
417,Blue,-1,359,False,2,Orange,0.065,2025-10-03,small_loss,normal,1,Blue_Doubles,0,True,False,False,2
418,Blue,-1,325,False,1,Orange,0.094,2025-08-20,small_loss,normal,1,Blue_Duel,0,False,True,False,2
419,Orange,2,354,False,3,Orange,0.092,2025-09-27,small_win,normal,1,Orange_Standard,1,False,False,True,2
420,Orange,-1,396,False,3,Blue,0.069,2025-09-20,small_loss,long,1,Orange_Standard,1,False,False,True,0
421,Blue,1,393,False,3,Blue,0.053,2025-10-14,close,long,1,Blue_Standard,0,False,False,True,0
422,Blue,5,420,True,3,Blue,0.09,2025-11-11,large_win,long,0,Blue_Standard,0,False,False,True,0
423,Orange,2,476,True,3,Orange,0.076,2025-10-28,small_win,very_long,1,Orange_Standard,1,False,False,True,2
424,Blue,-2,377,False,3,Orange,0.089,2025-09-05,small_loss,long,1,Blue_Standard,0,False,False,True,2
425,Orange,-4,437,False,3,Blue,0.085,2025-08-31,large_loss,very_long,0,Orange_Standard,1,False,False,True,0
426,Blue,-3,398,False,3,Orange,0.083,2025-09-20,large_loss,long,0,Blue_Standard,0,False,False,True,2
427,Blue,6,599,True,3,Blue,0.094,2025-08-21,large_win,very_long,0,Blue_Standard,0,False,False,True,0
428,Blue,-6,288,False,2,Orange,0.125,2025-08-14,large_loss,short,0,Blue_Doubles,0,True,False,False,2
429,Blue,-4,249,False,2,Orange,0.111,2025-08-08,large_loss,short,0,Blue_Doubles,0,True,False,False,2
430,Blue,-3,298,False,1,Orange,0.102,2025-06-01,large_loss,short,0,Blue_Duel,0,False,True,False,2
431,Blue,1,411,False,2,Blue,0.051,2025-11-23,close,long,1,Blue_Doubles,0,True,False,False,0
432,Blue,3,336,False,2,Blue,0.051,2025-11-12,small_win,normal,0,Blue_Doubles,0,True,False,False,0
433,Orange,-6,316,False,3,Blue,0.064,2025-09-15,large_loss,normal,0,Orange_Standard,1,False,False,True,0
434,Blue,-4,266,False,3,Orange,0.119,2025-08-23,large_loss,short,0,Blue_Standard,0,False,False,True,2
435,Orange,-6,276,False,2,Blue,0.106,2025-09-17,large_loss,short,0,Orange_Doubles,1,True,False,False,0
436,Orange,3,388,False,2,Orange,0.096,2025-11-06,small_win,long,0,Orange_Doubles,1,True,False,False,2
437,Blue,-5,376,False,1,Orange,0.097,2025-09-06,large_loss,long,0,Blue_Duel,0,False,True,False,2
438,Orange,6,330,False,3,Orange,0.093,2025-06-19,large_win,normal,0,Orange_Standard,1,False,False,True,2
439,Orange,4,312,False,3,Orange,0.065,2025-09-05,large_win,normal,0,Orange_Standard,1,False,False,True,2
440,Orange,5,378,False,2,Orange,0.051,2025-11-06,large_win,long,0,Orange_Doubles,1,True,False,False,2
441,Blue,1,336,False,3,Blue,0.077,2025-06-15,close,normal,1,Blue_Standard,0,False,False,True,0
442,Blue,4,249,False,2,Blue,0.138,2025-07-13,large_win,short,0,Blue_Doubles,0,True,False,False,0
443,Blue,-2,253,False,2,Orange,0.147,2025-06-27,small_loss,short,1,Blue_Doubles,0,True,False,False,2
444,Blue,-5,377,False,3,Orange,0.077,2025-07-08,large_loss,long,0,Blue_Standard,0,False,False,True,2
445,Orange,-5,341,False,3,Blue,0.081,2025-09-23,large_loss,normal,0,Orange_Standard,1,False,False,True,0
446,Blue,-2,262,False,2,Orange,0.103,2025-06-01,small_loss,short,1,Blue_Doubles,0,True,False,False,2
447,Orange,1,330,False,3,Orange,0.057,2025-06-28,close,normal,1,Orange_Standard,1,False,False,True,2
448,Blue,-2,476,True,1,Orange,0.08,2025-09-22,small_loss,very_long,1,Blue_Duel,0,False,True,False,2
449,Blue,0,248,False,1,Draw,0.134,2025-06-22,close,short,1,Blue_Duel,0,False,True,False,1
450,Orange,-3,437,False,3,Blue,0.087,2025-09-13,large_loss,very_long,0,Orange_Standard,1,False,False,True,0
451,Orange,6,303,False,1,Orange,0.096,2025-07-09,large_win,normal,0,Orange_Duel,1,False,True,False,2
452,Orange,-3,401,False,3,Blue,0.058,2025-06-30,large_loss,long,0,Orange_Standard,1,False,False,True,0
453,Blue,2,377,False,2,Blue,0.08,2025-06-28,small_win,long,1,Blue_Doubles,0,True,False,False,0
454,Blue,5,375,False,2,Blue,0.1,2025-10-09,large_win,long,0,Blue_Doubles,0,True,False,False,0
455,Blue,2,229,False,1,Blue,0.242,2025-10-22,small_win,short,1,Blue_Duel,0,False,True,False,0
456,Orange,0,270,False,3,Draw,0.141,2025-11-07,close,short,1,Orange_Standard,1,False,False,True,1
457,Blue,6,299,False,2,Blue,0.146,2025-07-02,large_win,short,0,Blue_Doubles,0,True,False,False,0
458,Orange,-3,308,False,2,Blue,0.059,2025-11-24,large_loss,normal,0,Orange_Doubles,1,True,False,False,0
459,Blue,2,351,False,1,Blue,0.072,2025-08-14,small_win,normal,1,Blue_Duel,0,False,True,False,0
460,Orange,-4,385,False,2,Blue,0.051,2025-07-19,large_loss,long,0,Orange_Doubles,1,True,False,False,0
461,Orange,1,378,False,2,Orange,0.067,2025-11-18,close,long,1,Orange_Doubles,1,True,False,False,2
462,Blue,3,417,True,2,Blue,0.068,2025-08-17,small_win,long,0,Blue_Doubles,0,True,False,False,0
463,Orange,1,484,True,3,Orange,0.093,2025-07-03,close,very_long,1,Orange_Standard,1,False,False,True,2
464,Orange,2,260,False,2,Orange,0.104,2025-11-13,small_win,short,1,Orange_Doubles,1,True,False,False,2
465,Blue,-5,265,False,1,Orange,0.137,2025-06-29,large_loss,short,0,Blue_Duel,0,False,True,False,2
466,Blue,1,236,False,1,Blue,0.243,2025-06-13,close,short,1,Blue_Duel,0,False,True,False,0
467,Orange,-1,396,False,2,Blue,0.07,2025-07-25,small_loss,long,1,Orange_Doubles,1,True,False,False,0
468,Orange,3,310,True,1,Orange,0.072,2025-08-27,small_win,normal,0,Orange_Duel,1,False,True,False,2
469,Blue,5,278,False,2,Blue,0.128,2025-09-04,large_win,short,0,Blue_Doubles,0,True,False,False,0
470,Blue,5,350,False,2,Blue,0.064,2025-07-29,large_win,normal,0,Blue_Doubles,0,True,False,False,0
471,Blue,0,397,False,3,Draw,0.098,2025-11-05,close,long,1,Blue_Standard,0,False,False,True,1
472,Blue,5,363,False,3,Blue,0.055,2025-11-20,large_win,long,0,Blue_Standard,0,False,False,True,0
473,Blue,-3,345,False,2,Orange,0.081,2025-10-31,large_loss,normal,0,Blue_Doubles,0,True,False,False,2
474,Orange,1,283,False,1,Orange,0.134,2025-10-20,close,short,1,Orange_Duel,1,False,True,False,2
475,Blue,0,387,False,1,Draw,0.051,2025-06-03,close,long,1,Blue_Duel,0,False,True,False,1
476,Orange,-2,386,False,3,Blue,0.084,2025-10-29,small_loss,long,1,Orange_Standard,1,False,False,True,0
477,Orange,3,358,False,2,Orange,0.065,2025-06-14,small_win,normal,0,Orange_Doubles,1,True,False,False,2
478,Blue,-1,345,False,1,Orange,0.068,2025-06-28,small_loss,normal,1,Blue_Duel,0,False,True,False,2
479,Orange,-1,422,False,3,Blue,0.092,2025-07-09,small_loss,very_long,1,Orange_Standard,1,False,False,True,0
480,Orange,0,238,False,1,Draw,0.245,2025-06-30,close,short,1,Orange_Duel,1,False,True,False,1
481,Orange,-4,455,True,1,Blue,0.056,2025-11-27,large_loss,very_long,0,Orange_Duel,1,False,True,False,0
482,Blue,-5,411,False,3,Orange,0.059,2025-07-03,large_loss,long,0,Blue_Standard,0,False,False,True,2
483,Orange,-1,271,False,3,Blue,0.101,2025-10-05,small_loss,short,1,Orange_Standard,1,False,False,True,0
484,Orange,3,321,False,1,Orange,0.081,2025-07-09,small_win,normal,0,Orange_Duel,1,False,True,False,2
485,Orange,2,373,False,1,Orange,0.051,2025-08-13,small_win,long,1,Orange_Duel,1,False,True,False,2
486,Orange,-3,379,False,1,Blue,0.057,2025-11-10,large_loss,long,0,Orange_Duel,1,False,True,False,0
487,Orange,-2,359,False,1,Blue,0.059,2025-08-23,small_loss,normal,1,Orange_Duel,1,False,True,False,0
488,Orange,1,309,False,3,Orange,0.086,2025-09-10,close,normal,1,Orange_Standard,1,False,False,True,2
