match_id,team_color,game_mode,goal_difference,match_duration,overtime,player_count,winner,afk_probability,match_date
412,Orange,Doubles,1,509,True,2,Orange,0.071,2025-07-20
413,Orange,Duel,-2,283,False,1,Blue,0.104,2025-10-02
414,Blue,Standard,-2,336,False,3,Orange,0.059,2025-07-15
415,Orange,Duel,-5,351,False,1,Blue,0.089,2025-07-02
416,Blue,Doubles,-5,402,False,2,Orange,0.085,2025-06-08
417,Blue,Doubles,-1,359,False,2,Orange,0.065,2025-10-03
418,Blue,Duel,-1,325,False,1,Orange,0.094,2025-08-20
419,Orange,Standard,2,354,False,3,Orange,0.092,2025-09-27
420,Orange,Standard,-1,396,False,3,Blue,0.069,2025-09-20
421,Blue,Standard,1,393,False,3,Blue,0.053,2025-10-14
422,Blue,Standard,5,420,True,3,Blue,0.09,2025-11-11
423,Orange,Standard,2,476,True,3,Orange,0.076,2025-10-28
424,Blue,Standard,-2,377,False,3,Orange,0.089,2025-09-05
425,Orange,Standard,-4,437,False,3,Blue,0.085,2025-08-31
426,Blue,Standard,-3,398,False,3,Orange,0.083,2025-09-20
427,Blue,Standard,6,599,True,3,Blue,0.094,2025-08-21
428,Blue,Doubles,-6,288,False,2,Orange,0.125,2025-08-14
429,Blue,Doubles,-4,249,False,2,Orange,0.111,2025-08-08
430,Blue,Duel,-3,298,False,1,Orange,0.102,2025-06-01
431,Blue,Doubles,1,411,False,2,Blue,0.051,2025-11-23
432,Blue,Doubles,3,336,False,2,Blue,0.051,2025-11-12
433,Orange,Standard,-6,316,False,3,Blue,0.064,2025-09-15
434,Blue,Standard,-4,266,False,3,Orange,0.119,2025-08-23
435,Orange,Doubles,-6,276,False,2,Blue,0.106,2025-09-17
436,Orange,Doubles,3,388,False,2,Orange,0.096,2025-11-06
437,Blue,Duel,-5,376,False,1,Orange,0.097,2025-09-06
438,Orange,Standard,6,330,False,3,Orange,0.093,2025-06-19
439,Orange,Standard,4,312,False,3,Orange,0.065,2025-09-05
440,Orange,Doubles,5,378,False,2,Orange,0.051,2025-11-06
441,Blue,Standard,1,336,False,3,Blue,0.077,2025-06-15
442,Blue,Doubles,4,249,False,2,Blue,0.138,2025-07-13
443,Blue,Doubles,-2,253,False,2,Orange,0.147,2025-06-27
444,Blue,Standard,-5,377,False,3,Orange,0.077,2025-07-08
445,Orange,Standard,-5,341,False,3,Blue,0.081,2025-09-23
446,Blue,Doubles,-2,262,False,2,Orange,0.103,2025-06-01
447,Orange,Standard,1,330,False,3,Orange,0.057,2025-06-28
448,Blue,Duel,-2,476,True,1,Orange,0.08,2025-09-22
449,Blue,Duel,0,248,False,1,Draw,0.134,2025-06-22
450,Orange,Standard,-3,437,False,3,Blue,0.087,2025-09-13
451,Orange,Duel,6,303,False,1,Orange,0.096,2025-07-09
452,Orange,Standard,-3,401,False,3,Blue,0.058,2025-06-30
453,Blue,Doubles,2,377,False,2,Blue,0.08,2025-06-28
454,Blue,Doubles,5,375,False,2,Blue,0.1,2025-10-09
455,Blue,Duel,2,229,False,1,Blue,0.242,2025-10-22
456,Orange,Standard,0,270,False,3,Draw,0.141,2025-11-07
457,Blue,Doubles,6,299,False,2,Blue,0.146,2025-07-02
458,Orange,Doubles,-3,308,False,2,Blue,0.059,2025-11-24
459,Blue,Duel,2,351,False,1,Blue,0.072,2025-08-14
460,Orange,Doubles,-4,385,False,2,Blue,0.051,2025-07-19
461,Orange,Doubles,1,378,False,2,Orange,0.067,2025-11-18
462,Blue,Doubles,3,417,True,2,Blue,0.068,2025-08-17
463,Orange,Standard,1,484,True,3,Orange,0.093,2025-07-03
464,Orange,Doubles,2,260,False,2,Orange,0.104,2025-11-13
465,Blue,Duel,-5,265,False,1,Orange,0.137,2025-06-29
466,Blue,Duel,1,236,False,1,Blue,0.243,2025-06-13
467,Orange,Doubles,-1,396,False,2,Blue,0.07,2025-07-25
468,Orange,Duel,3,310,True,1,Orange,0.072,2025-08-27
469,Blue,Doubles,5,278,False,2,Blue,0.128,2025-09-04
470,Blue,Doubles,5,350,False,2,Blue,0.064,2025-07-29
471,Blue,Standard,0,397,False,3,Draw,0.098,2025-11-05
472,Blue,Standard,5,363,False,3,Blue,0.055,2025-11-20
473,Blue,Doubles,-3,345,False,2,Orange,0.081,2025-10-31
474,Orange,Duel,1,283,False,1,Orange,0.134,2025-10-20
475,Blue,Duel,0,387,False,1,Draw,0.051,2025-06-03
476,Orange,Standard,-2,386,False,3,Blue,0.084,2025-10-29
477,Orange,Doubles,3,358,False,2,Orange,0.065,2025-06-14
478,Blue,Duel,-1,345,False,1,Orange,0.068,2025-06-28
479,Orange,Standard,-1,422,False,3,Blue,0.092,2025-07-09
480,Orange,Duel,0,238,False,1,Draw,0.245,2025-06-30
481,Orange,Duel,-4,455,True,1,Blue,0.056,2025-11-27
482,Blue,Standard,-5,411,False,3,Orange,0.059,2025-07-03
483,Orange,Standard,-1,271,False,3,Blue,0.101,2025-10-05
484,Orange,Duel,3,321,False,1,Orange,0.081,2025-07-09
485,Orange,Duel,2,373,False,1,Orange,0.051,2025-08-13
486,Orange,Duel,-3,379,False,1,Blue,0.057,2025-11-10
487,Orange,Duel,-2,359,False,1,Blue,0.059,2025-08-23
488,Orange,Standard,1,309,False,3,Orange,0.086,2025-09-10
489,Orange,Doubles,1,399,False,2,Orange,0.079,2025-07-16
490,Orange,Doubles,1,350,False,2,Orange,0.058,2025-08-15
491,Blue,Doubles,4,318,False,2,Blue,0.081,2025-07-26
492,Blue,Duel,-4,292,False,1,Orange,0.132,2025-08-15
493,Blue,Standard,4,334,False,3,Blue,0.094,2025-10-13
494,Blue,Duel,-6,340,False,1,Orange,0.051,2025-07-27
495,Orange,Doubles,1,379,False,2,Orange,0.083,2025-06-13
496,Orange,Duel,6,312,False,1,Orange,0.083,2025-06-21
497,Orange,Doubles,-4,296,False,2,Blue,0.114,2025-07-15
498,Blue,Standard,-6,319,False,3,Orange,0.099,2025-11-03
499,Orange,Doubles,-3,283,False,2,Blue,0.143,2025-07-03
500,Blue,Standard,-6,385,False,3,Orange,0.087,2025-10-17
